単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
2021/1/1,0時,4499,0,3679,316,12,27,0,0,295,0,242,-72,4499
,1時,4655,0,3702,381,13,27,0,0,285,0,345,-98,4655
,2時,4758,0,3872,403,12,27,0,0,272,0,284,-112,4758
,3時,4811,0,3870,533,12,27,0,0,279,0,173,-83,4811
,4時,4792,0,3873,552,12,27,0,0,270,0,130,-72,4792
,5時,4624,0,3840,498,13,27,0,0,280,0,51,-85,4624
,6時,4381,0,3764,351,12,27,0,0,291,0,35,-99,4381
,7時,4072,0,3754,235,12,27,28,0,277,0,-100,-160,4072
,8時,4094,0,3766,182,13,27,176,0,289,0,26,-385,4094
,9時,4053,0,3679,179,13,27,314,0,291,0,25,-476,4053
,10時,3962,0,3414,176,14,27,418,0,293,0,28,-408,3962
,11時,3953,0,3234,192,13,27,513,0,295,0,-226,-95,3953
,12時,4023,0,3331,181,13,27,533,0,283,0,-448,103,4023
,13時,4031,0,3453,202,14,27,392,0,297,0,-216,-137,4031
,14時,3997,0,3634,234,13,27,193,0,292,0,11,-407,3997
,15時,4093,0,3779,326,13,27,32,0,288,0,36,-407,4093
,16時,4141,0,3743,383,13,27,0,0,290,0,52,-367,4141
,17時,4310,0,3769,412,13,27,0,0,292,0,41,-244,4310
,18時,4356,0,3863,364,13,27,0,0,304,0,26,-241,4356
,19時,4289,0,3812,297,13,27,0,0,309,0,27,-196,4289
,20時,4293,0,3749,268,14,27,0,0,301,0,27,-93,4293
,21時,4334,0,3797,256,13,27,0,0,310,0,27,-96,4334
,22時,4224,0,3731,231,13,27,0,0,311,0,80,-169,4224
,23時,4389,0,3709,252,13,27,0,0,316,0,109,-37,4389
2021/1/2,0時,4372,0,3722,317,12,27,0,0,311,0,88,-105,4372
,1時,4520,0,3718,365,12,27,0,0,292,0,215,-109,4520
,2時,4655,0,3734,411,12,27,0,0,278,0,299,-106,4655
,3時,4735,0,3902,521,12,27,0,0,295,0,90,-112,4735
,4時,4732,0,3911,544,12,27,0,0,273,0,74,-109,4732
,5時,4615,0,3864,515,12,27,0,0,262,0,16,-81,4615
,6時,4463,0,3923,325,13,27,0,0,252,0,9,-86,4463
,7時,4179,0,3676,218,12,27,38,0,247,0,0,-38,4179
,8時,4172,0,3642,191,13,27,278,0,215,0,0,-194,4172
