単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
2021/4/1,0時,3033,0,2023,796,11,98,0,0,79,0,56,-30,3033
,1時,3119,0,1995,806,11,98,0,0,80,0,31,98,3119
,2時,3236,0,2056,805,11,98,0,0,89,0,29,148,3236
,3時,3317,0,2135,805,11,98,0,0,73,0,67,128,3317
,4時,3366,0,2153,820,11,98,0,0,53,0,99,132,3366
,5時,3347,0,2068,841,12,98,23,0,41,0,110,154,3347
,6時,3268,0,1974,768,11,98,275,0,26,0,147,-30,3268
,7時,3140,0,1668,772,11,98,754,0,20,0,77,-259,3140
,8時,3280,0,1496,757,11,98,1170,0,28,0,126,-406,3280
,9時,3418,0,1384,751,11,95,1492,0,49,0,-31,-333,3418
,10時,3469,0,1361,749,12,95,1650,0,78,0,-170,-306,3469
,11時,3528,0,1380,755,11,95,1677,0,98,0,-165,-323,3528
,12時,3372,0,1375,744,12,96,1638,0,118,0,-221,-390,3372
,13時,3516,0,1452,750,12,95,1496,0,128,0,47,-464,3516
,14時,3396,0,1488,751,13,96,1194,0,121,0,50,-317,3396
,15時,3350,0,1815,756,12,97,777,0,94,0,111,-312,3350
,16時,3410,0,1968,828,12,98,383,0,71,0,206,-156,3410
,17時,3442,0,2107,875,12,98,58,0,53,0,240,-1,3442
,18時,3613,0,2221,886,13,98,0,0,39,0,166,190,3613
,19時,3576,0,2170,879,12,98,0,0,25,0,88,304,3576
,20時,3408,0,2044,850,12,98,0,0,33,0,38,333,3408
,21時,3274,0,2078,831,12,98,0,0,27,0,32,196,3274
,22時,3120,0,2049,820,13,98,0,0,27,0,38,75,3120
,23時,3167,0,2059,824,12,98,0,0,36,0,38,100,3167
2021/4/2,0時,3120,0,2020,790,11,98,0,0,49,0,30,122,3120
,1時,3270,0,2100,784,11,98,0,0,61,0,27,189,3270
,2時,3358,0,2115,783,11,98,0,0,79,0,40,232,3358
,3時,3437,0,2112,783,12,98,0,0,99,0,76,257,3437
,4時,3476,0,2095,797,11,98,0,0,101,0,120,254,3476
,5時,3437,0,2062,823,11,98,29,0,116,0,110,189,3437
,6時,3354,0,1911,803,11,98,320,0,115,0,59,37,3354
,7時,3201,0,1549,795,12,98,813,0,109,0,53,-227,3201
,8時,3370,0,1624,783,11,98,1245,0,109,0,59,-559,3370
,9時,3493,0,1354,769,11,97,1570,0,124,0,10,-442,3493
