単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
2022/1/1,0時,4466,0,4110,341,13,120,0,0,299,0,12,-429,4466
,1時,4623,0,4219,368,13,121,0,0,304,0,40,-442,4623
,2時,4744,0,4265,417,13,121,0,0,300,0,84,-455,4744
,3時,4829,0,4203,492,13,121,0,0,304,0,97,-400,4829
,4時,4820,0,4234,564,12,121,0,0,294,0,99,-504,4820
,5時,4685,0,4249,478,13,121,0,0,277,0,85,-537,4685
,6時,4523,0,4128,353,13,121,0,0,291,0,64,-446,4523
,7時,4205,0,3804,323,13,121,37,0,266,0,19,-377,4205
,8時,4084,0,3427,330,13,120,243,0,240,0,12,-301,4084
,9時,4091,0,3150,275,13,120,504,0,259,0,0,-230,4091
,10時,4034,0,2912,269,13,120,647,0,293,0,0,-220,4034
,11時,3992,0,2784,275,14,120,695,0,271,0,0,-168,3992
,12時,3930,0,2633,257,14,120,659,0,245,0,0,2,3930
,13時,3880,0,2851,264,14,120,505,0,268,0,0,-142,3880
,14時,3977,0,3293,268,14,120,297,0,257,0,0,-272,3977
,15時,4132,0,3534,309,13,120,61,0,259,0,5,-169,4132
,16時,4117,0,3444,423,14,120,0,0,261,0,2,-148,4117
,17時,4234,0,3480,504,14,120,0,0,267,0,0,-151,4234
,18時,4260,0,3523,576,14,120,0,0,269,0,0,-242,4260
,19時,4202,0,3613,537,14,120,0,0,239,0,0,-321,4202
,20時,4241,0,3780,482,14,120,0,0,197,0,10,-363,4241
,21時,4272,0,3817,426,14,120,0,0,181,0,33,-320,4272
,22時,4167,0,3741,395,14,121,0,0,167,0,4,-274,4167
,23時,4380,0,3809,390,13,120,0,0,161,0,56,-169,4380
2022/1/2,0時,4338,0,3907,361,13,120,0,0,159,0,5,-227,4338
,1時,4440,0,3909,365,13,121,0,0,161,0,0,-129,4440
,2時,4595,0,3974,440,13,121,0,0,158,0,42,-153,4595
,3時,4655,0,4015,444,13,121,0,0,165,0,45,-148,4655
,4時,4629,0,3916,470,13,121,0,0,152,0,58,-100,4629
,5時,4559,0,3884,468,12,121,0,0,179,0,59,-164,4559
,6時,4433,0,3842,471,13,121,0,0,181,0,3,-198,4433
,7時,4173,0,3579,432,13,121,50,0,188,0,8,-218,4173
,8時,4220,0,3497,400,13,120,264,0,182,0,53,-308,4220
,9時,4197,0,3488,336,13,120,396,0,165,0,48,-369,4197
