単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
2020/10/1,0時,2550,0,2079,289,13,24,0,0,30,0,26,89,2550
,1時,2562,0,2097,291,13,24,0,0,40,0,26,71,2562
,2時,2671,0,2168,299,14,24,0,0,45,0,46,75,2671
,3時,2827,0,2216,313,13,24,0,0,37,0,158,67,2827
,4時,2911,0,2218,322,13,24,0,0,44,0,221,69,2911
,5時,2831,0,2176,294,13,24,2,0,54,0,172,97,2831
,6時,2799,0,2145,253,13,24,111,0,66,0,108,79,2799
,7時,2881,0,2156,205,13,24,310,0,67,0,33,74,2881
,8時,3094,0,2217,197,13,24,511,0,63,0,19,51,3094
,9時,3412,0,2064,241,13,24,865,0,76,0,13,116,3412
,10時,3418,0,1965,292,13,24,900,0,84,0,9,131,3418
,11時,3442,0,1977,315,13,24,830,0,92,0,0,191,3442
,12時,3286,0,2057,297,13,24,661,0,99,0,7,128,3286
,13時,3468,0,2245,324,13,24,447,0,90,0,70,255,3468
,14時,3494,0,2324,333,13,24,290,0,83,0,87,340,3494
,15時,3475,0,2348,368,13,24,125,0,85,0,149,364,3475
,16時,3558,0,2426,521,14,24,20,0,86,0,182,285,3558
,17時,3670,0,2456,535,13,24,0,0,92,0,200,350,3670
,18時,3610,0,2459,530,14,24,1,0,103,0,112,368,3610
,19時,3458,0,2453,482,14,24,0,0,104,0,111,270,3458
,20時,3253,0,2379,434,14,24,0,0,102,0,147,153,3253
,21時,3073,0,2335,417,14,24,0,0,94,0,93,96,3073
,22時,2920,0,2225,377,14,24,0,0,92,0,76,112,2920
,23時,2760,0,2141,368,14,24,0,0,99,0,42,72,2760
2020/10/2,0時,2615,0,2007,323,13,24,0,0,92,0,26,130,2615
,1時,2599,0,1957,320,13,24,0,0,89,0,26,170,2599
,2時,2722,0,2020,336,13,24,0,0,71,0,36,222,2722
,3時,2850,0,2089,360,13,24,0,0,73,0,74,217,2850
,4時,2909,0,2124,422,13,24,0,0,90,0,96,140,2909
,5時,2815,0,2111,365,13,24,0,0,75,0,91,135,2815
,6時,2818,0,2061,324,13,24,96,0,73,0,39,189,2818
,7時,2911,0,2057,222,13,24,331,0,77,0,28,159,2911
,8時,3171,0,2116,201,13,24,569,0,67,0,15,167,3171
,9時,3310,0,2044,196,12,24,782,0,53,0,25,175,3310
,10時,3379,0,2034,198,13,24,939,0,45,0,26,100,3379
