単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
2023/4/1,0時,2918,0,1792,582,15,274,0,0,126,0,97,32,2918
,1時,3009,0,1656,570,15,274,0,0,124,0,92,278,3009
,2時,3122,0,1716,599,15,274,0,0,163,0,83,272,3122
,3時,3219,0,1593,650,15,274,0,0,212,0,79,395,3219
,4時,3281,0,1563,687,15,274,0,0,207,0,111,425,3281
,5時,3199,0,1584,720,15,273,49,0,181,0,94,282,3199
,6時,3146,0,1502,729,15,272,343,0,152,0,90,43,3146
,7時,3105,0,1414,636,15,272,726,0,158,0,93,-210,3105
,8時,3248,0,1238,587,16,273,1057,0,173,0,43,-139,3248
,9時,3353,0,1293,549,15,271,1277,0,190,0,37,-278,3353
,10時,3330,0,1174,524,15,271,1399,0,203,0,-177,-79,3330
,11時,3354,0,1173,511,15,278,1428,0,230,0,-228,-51,3354
,12時,3180,0,1123,477,15,279,1333,0,262,0,-232,-77,3180
,13時,3111,0,1104,502,16,280,1176,0,290,0,-223,-32,3111
,14時,3052,0,1196,527,15,279,1012,0,298,0,-102,-174,3052
,15時,3004,0,1336,569,15,279,661,0,287,0,85,-228,3004
,16時,3090,0,1541,653,15,278,285,0,242,0,29,47,3090
,17時,3226,0,1854,753,15,279,40,0,218,0,20,47,3226
,18時,3382,0,2094,805,15,274,0,0,182,0,51,-38,3382
,19時,3347,0,2176,804,15,265,0,0,134,0,77,-124,3347
,20時,3213,0,2213,718,15,265,0,0,92,0,105,-195,3213
,21時,3061,0,1972,674,15,265,0,0,86,0,153,-104,3061
,22時,2963,0,2097,608,15,264,0,0,69,0,87,-177,2963
,23時,2990,0,2141,577,16,264,0,0,83,0,43,-133,2990
2023/4/2,0時,2923,0,1768,536,15,266,0,0,97,0,22,219,2923
,1時,3018,0,1703,549,15,265,0,0,95,0,28,363,3018
,2時,3115,0,1716,548,15,265,0,0,82,0,96,392,3115
,3時,3214,0,1720,584,15,266,0,0,79,0,105,446,3214
,4時,3261,0,1740,660,15,265,0,0,66,0,133,383,3261
,5時,3200,0,1692,719,15,265,56,0,48,0,156,250,3200
,6時,3071,0,1460,703,15,264,404,0,47,0,96,81,3071
,7時,2915,0,1274,598,15,263,894,0,47,0,75,-251,2915
,8時,2984,0,1252,574,15,265,1299,0,46,0,55,-522,2984
,9時,3107,0,1264,548,15,263,1541,0,45,0,20,-590,3107
