,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2022/1/1 0:00,10182,4139,6834,154,156,370,0,0,132,0,345,-1948
2022/1/1 1:00,10005,4140,6798,182,156,367,0,0,120,0,160,-1918
2022/1/1 2:00,10128,4140,6818,171,157,365,0,0,118,0,245,-1886
2022/1/1 3:00,10214,4141,6851,323,156,370,0,0,115,0,192,-1934
2022/1/1 4:00,10073,4138,6859,331,156,369,0,0,110,0,42,-1932
2022/1/1 5:00,9772,4139,6609,265,157,369,0,0,113,0,-16,-1864
2022/1/1 6:00,9501,4139,6221,210,157,369,0,0,104,0,-9,-1690
2022/1/1 7:00,9873,4139,6474,261,156,368,114,0,71,0,110,-1820
2022/1/1 8:00,10095,4139,5921,224,156,367,1272,225,8,23,38,-2030
2022/1/1 9:00,9191,4139,3700,192,157,322,2803,503,4,25,-36,-2090
2022/1/1 10:00,8329,4138,2675,150,157,279,4270,753,2,26,-1290,-2052
2022/1/1 11:00,7902,4139,2494,171,157,280,4730,1554,3,32,-2114,-1958
2022/1/1 12:00,7581,4139,2445,155,157,282,4339,2131,3,45,-2065,-1874
2022/1/1 13:00,7217,4139,2476,159,156,283,4043,1989,3,38,-2152,-1890
2022/1/1 14:00,7038,4139,2571,162,156,281,3260,1600,3,24,-1728,-1806
2022/1/1 15:00,7311,4138,3225,143,157,324,2482,579,6,10,-1304,-1860
2022/1/1 16:00,8086,4140,4686,176,156,368,1066,0,3,0,-595,-1914
2022/1/1 17:00,9321,4135,5498,499,156,365,31,0,4,0,749,-2116
2022/1/1 18:00,10057,4133,5894,659,157,366,0,0,3,0,1047,-2202
2022/1/1 19:00,10242,4131,6177,588,157,368,0,0,5,0,1032,-2216
2022/1/1 20:00,10282,4138,6450,381,157,369,0,0,6,0,877,-2096
2022/1/1 21:00,10212,4138,6532,218,157,366,0,0,7,0,896,-2102
2022/1/1 22:00,9848,4136,6367,164,157,366,0,0,5,0,719,-2066
2022/1/1 23:00,9551,4138,6529,162,155,367,0,0,3,0,215,-2018
2022/1/2 0:00,9109,4136,6197,164,157,369,0,0,3,0,1,-1918
2022/1/2 1:00,9074,4135,6220,158,157,366,0,0,5,0,-17,-1950
2022/1/2 2:00,9343,4138,6455,196,157,365,0,0,3,0,-13,-1958
2022/1/2 3:00,9520,4138,6551,317,156,365,0,0,4,0,-9,-2002
2022/1/2 4:00,9454,4139,6402,325,157,369,0,0,6,0,-6,-1938
2022/1/2 5:00,9180,4137,6096,285,157,363,0,0,12,0,-6,-1864
2022/1/2 6:00,9002,4139,6047,183,157,365,0,0,19,0,-14,-1894
2022/1/2 7:00,9440,4140,6338,279,157,364,52,0,24,0,0,-1914
2022/1/2 8:00,9830,4137,6110,209,157,363,782,109,23,0,39,-1990
2022/1/2 9:00,9529,4138,5027,165,156,355,1911,270,22,0,-167,-2078
2022/1/2 10:00,8926,4141,3418,165,156,292,2941,380,26,0,-295,-1918
2022/1/2 11:00,8740,4139,2953,152,156,278,3138,385,43,0,-235,-1884
2022/1/2 12:00,8508,4138,2713,178,156,280,3328,398,67,0,-466,-1886
2022/1/2 13:00,7931,4140,2637,156,156,280,3592,452,95,0,-1265,-1860
2022/1/2 14:00,7633,4136,2689,157,156,279,3429,441,98,0,-1465,-1846
2022/1/2 15:00,7745,4139,3556,162,155,318,2254,0,113,0,-1066,-1886
2022/1/2 16:00,8453,4138,5107,146,155,362,951,0,102,0,-560,-1948
2022/1/2 17:00,9528,4134,5766,342,155,363,35,0,96,0,745,-2108
2022/1/2 18:00,10191,4132,6445,519,155,365,0,0,105,0,698,-2228
2022/1/2 19:00,10187,4133,6555,598,155,367,0,0,81,0,536,-2238
2022/1/2 20:00,10148,4139,6245,490,155,366,0,0,87,0,870,-2204
2022/1/2 21:00,10022,4139,6261,307,155,366,0,0,93,0,863,-2162
2022/1/2 22:00,9684,4138,6138,208,155,366,0,0,91,0,674,-2086
2022/1/2 23:00,9448,4138,6309,145,156,367,0,0,87,0,272,-2026
2022/1/3 0:00,9001,4139,6036,154,157,367,0,0,75,0,5,-1932
2022/1/3 1:00,9027,4139,6079,162,156,365,0,0,63,0,-15,-1922
2022/1/3 2:00,9378,4139,6416,165,156,368,0,0,58,0,-6,-1918
