・エリア供給力は、特定できるものは電源種別とし、バイオマス混焼や特定できないものは火力に包含(2018年10月1日から揚水欄は揚水発電と揚水動力の合計値）
・実績データを基本とするが、把握実態により計画･統計データを採用する場合があり、情報は速報扱いとし、修正が必要となった場合には事後的に修正する
・太陽光の自家消費分は、エリア需要実績や太陽光発電実績には加算していない
,,,,,,,,,,,,,単位：MWh
DATE,TIME,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光（実績）,太陽光（出力制御量）,風力（実績）,風力（出力制御量）,揚水,連系線
2018/04/01,00:00,10666,0,9668,1136,0,0,0,0,6,0,0,-144
2018/04/01,01:00,10655,0,9706,1106,0,0,0,0,5,0,0,-162
2018/04/01,02:00,10932,0,9997,1169,0,0,0,0,4,0,0,-238
2018/04/01,03:00,11108,0,10019,1204,0,0,0,0,4,0,0,-119
2018/04/01,04:00,11002,0,9932,1221,0,0,0,0,4,0,0,-155
2018/04/01,05:00,10710,0,9660,1149,0,0,0,0,6,0,0,-105
2018/04/01,06:00,10374,0,9063,1217,0,0,431,0,7,0,0,-344
2018/04/01,07:00,10517,0,7642,1192,0,0,1815,0,8,0,0,-140
2018/04/01,08:00,10839,0,6384,1099,0,0,3327,0,13,0,0,16
2018/04/01,09:00,11036,0,5686,1104,0,0,4467,0,25,0,-206,-40
2018/04/01,10:00,11037,0,5452,1091,0,0,5161,0,36,0,-786,83
2018/04/01,11:00,11100,0,5650,1089,0,0,5396,0,39,0,-1193,119
2018/04/01,12:00,11002,0,6005,1064,0,0,5129,0,53,0,-1346,97
2018/04/01,13:00,10930,0,6481,1072,0,0,4696,0,64,0,-1536,153
2018/04/01,14:00,10773,0,6935,1091,0,0,3729,0,73,0,-1156,101
2018/04/01,15:00,10785,0,7629,1096,0,0,2378,0,83,0,-468,67
2018/04/01,16:00,11082,0,8849,1289,0,0,1162,0,74,0,-138,-154
2018/04/01,17:00,11677,0,10168,1703,0,0,154,0,49,0,0,-397
2018/04/01,18:00,12577,0,11068,1785,0,0,0,0,51,0,0,-327
2018/04/01,19:00,12557,0,11063,1797,0,0,0,0,51,0,0,-354
2018/04/01,20:00,12293,0,11075,1610,0,0,0,0,49,0,0,-441
2018/04/01,21:00,11808,0,10726,1391,0,0,0,0,48,0,0,-357
2018/04/01,22:00,11172,0,10103,1230,0,0,0,0,32,0,0,-193
2018/04/01,23:00,10880,0,9776,1110,0,0,0,0,21,0,0,-27
2018/04/02,00:00,10391,0,9511,1046,0,0,0,0,25,0,0,-191
2018/04/02,01:00,10277,0,9368,1025,0,0,0,0,40,0,0,-156
2018/04/02,02:00,10608,0,9795,1025,0,0,0,0,37,0,0,-249
2018/04/02,03:00,10948,0,10129,1025,0,0,0,0,25,0,0,-231
2018/04/02,04:00,11128,0,10170,1126,0,0,0,0,22,0,0,-190
2018/04/02,05:00,11261,0,10159,1178,0,0,0,0,20,0,0,-96
2018/04/02,06:00,11834,0,10515,1266,0,0,323,0,11,0,0,-281
2018/04/02,07:00,13090,0,10355,1436,0,0,1596,0,8,0,0,-305
2018/04/02,08:00,14927,0,10228,1541,0,0,3016,0,5,0,0,137
2018/04/02,09:00,16141,0,10037,1549,0,0,4163,0,8,0,0,384
2018/04/02,10:00,16279,0,9778,1460,0,0,4836,0,9,0,0,196
2018/04/02,11:00,16400,0,9817,1469,0,0,5053,0,11,0,0,50
2018/04/02,12:00,15246,0,9027,1347,0,0,4927,0,21,0,0,-76
2018/04/02,13:00,16300,0,10376,1368,0,0,4314,0,27,0,0,215
2018/04/02,14:00,16419,0,11025,1490,0,0,3546,0,34,0,0,324
2018/04/02,15:00,16218,0,12255,1731,0,0,2527,0,37,0,0,-332
2018/04/02,16:00,16211,0,13385,1966,0,0,1257,0,30,0,0,-427
2018/04/02,17:00,15750,0,13834,2558,0,0,180,0,28,0,0,-850
2018/04/02,18:00,16108,0,13861,3182,0,0,0,0,19,0,0,-954
2018/04/02,19:00,15498,0,13857,2543,0,0,0,0,14,0,0,-916
2018/04/02,20:00,14785,0,13467,1885,0,0,0,0,15,0,0,-582
2018/04/02,21:00,14261,0,12989,1675,0,0,0,0,25,0,0,-428
2018/04/02,22:00,13953,0,12890,1505,0,0,0,0,22,0,0,-464
2018/04/02,23:00,13410,0,12203,1505,0,0,0,0,27,0,0,-325
2018/04/03,00:00,12729,0,11555,1269,0,0,0,0,29,0,0,-124
2018/04/03,01:00,12380,0,11388,1244,0,0,0,0,28,0,0,-280
2018/04/03,02:00,12624,0,11700,1242,0,0,0,0,20,0,0,-338
2018/04/03,03:00,12768,0,11606,1237,0,0,0,0,16,0,0,-91
2018/04/03,04:00,12742,0,11576,1242,0,0,0,0,15,0,0,-91
2018/04/03,05:00,12796,0,11610,1247,0,0,0,0,20,0,0,-81
2018/04/03,06:00,13119,0,11662,1203,0,0,288,0,17,0,0,-51
2018/04/03,07:00,13980,0,10860,1317,0,0,1652,0,5,0,0,146
2018/04/03,08:00,15736,0,10971,1588,0,0,2873,0,2,0,0,302
2018/04/03,09:00,16773,0,10759,1405,0,0,4166,0,5,0,0,438
2018/04/03,10:00,16845,0,10308,1344,0,0,4965,0,10,0,0,218
2018/04/03,11:00,16823,0,10126,1294,0,0,5187,0,22,0,0,194
2018/04/03,12:00,15722,0,9408,1267,0,0,5091,0,30,0,0,-74
2018/04/03,13:00,16972,0,10637,1266,0,0,4678,0,41,0,0,350
2018/04/03,14:00,16944,0,11258,1319,0,0,3892,0,66,0,0,409
2018/04/03,15:00,16704,0,12174,1359,0,0,2801,0,80,0,0,290
2018/04/03,16:00,16660,0,13433,1581,0,0,1425,0,86,0,0,135
2018/04/03,17:00,16121,0,13876,2192,0,0,244,0,68,0,0,-259
2018/04/03,18:00,16363,0,13937,2597,0,0,0,0,55,0,0,-226
2018/04/03,19:00,15774,0,13821,2267,0,0,0,0,46,0,0,-360
2018/04/03,20:00,15006,0,13340,1766,0,0,0,0,38,0,0,-138
2018/04/03,21:00,14537,0,13058,1633,0,0,0,0,47,0,0,-201
2018/04/03,22:00,14077,0,12669,1469,0,0,0,0,48,0,0,-109
2018/04/03,23:00,13530,0,12269,1334,0,0,0,0,52,0,0,-125
2018/04/04,00:00,12775,0,11599,1263,0,0,0,0,60,0,0,-147
2018/04/04,01:00,12435,0,11209,1258,0,0,0,0,70,0,0,-102
2018/04/04,02:00,12605,0,11663,1259,0,0,0,0,56,0,0,-373
2018/04/04,03:00,12703,0,11719,1249,0,0,0,0,41,0,0,-306
2018/04/04,04:00,12650,0,11648,1309,0,0,0,0,37,0,0,-344
2018/04/04,05:00,12716,0,11508,1420,0,0,0,0,33,0,0,-245
2018/04/04,06:00,12958,0,11295,1390,0,0,498,0,39,0,0,-264
2018/04/04,07:00,13847,0,10587,1398,0,0,1957,0,31,0,0,-126
2018/04/04,08:00,15604,0,10855,1324,0,0,3320,0,31,0,0,74
2018/04/04,09:00,16720,0,10560,1331,0,0,4443,0,55,0,0,331
2018/04/04,10:00,16835,0,10329,1332,0,0,4948,0,68,0,0,158
2018/04/04,11:00,17003,0,10377,1325,0,0,5058,0,81,0,0,162
2018/04/04,12:00,15724,0,9781,1284,0,0,4767,0,97,0,-178,-27
2018/04/04,13:00,16848,0,11282,1301,0,0,4215,0,118,0,-10,-58
2018/04/04,14:00,17014,0,12018,1324,0,0,3506,0,116,0,0,50
2018/04/04,15:00,16668,0,13000,1375,0,0,2447,0,120,0,0,-274
2018/04/04,16:00,16659,0,14332,1596,0,0,1079,0,122,0,0,-470
2018/04/04,17:00,16305,0,14723,2064,0,0,142,0,106,0,0,-730
2018/04/04,18:00,16453,0,14753,2372,0,0,0,0,157,0,0,-829
2018/04/04,19:00,15788,0,14308,2175,0,0,0,0,188,0,0,-883
2018/04/04,20:00,15006,0,13809,1756,0,0,0,0,163,0,0,-722
2018/04/04,21:00,14434,0,13365,1660,0,0,0,0,164,0,0,-755
2018/04/04,22:00,13955,0,12950,1468,0,0,0,0,149,0,0,-612
2018/04/04,23:00,13344,0,12217,1378,0,0,0,0,164,0,0,-415
2018/04/05,00:00,12643,0,11427,1246,0,0,0,0,170,0,0,-200
2018/04/05,01:00,12403,0,11255,1235,0,0,0,0,186,0,0,-273
2018/04/05,02:00,12543,0,11517,1239,0,0,0,0,203,0,0,-416
2018/04/05,03:00,12742,0,12127,1270,0,0,0,0,183,0,0,-838
2018/04/05,04:00,12757,0,12251,1365,0,0,0,0,153,0,0,-1012
2018/04/05,05:00,12789,0,12248,1415,0,0,0,0,115,0,0,-989
2018/04/05,06:00,13203,0,12120,1372,0,0,420,0,71,0,0,-780
2018/04/05,07:00,14012,0,11377,1286,0,0,1670,0,73,0,0,-394
2018/04/05,08:00,15901,0,11831,1391,0,0,3167,0,65,0,0,-553
2018/04/05,09:00,16925,0,11522,1627,0,0,4242,0,44,0,0,-510
2018/04/05,10:00,16873,0,11140,1385,0,0,4680,0,41,0,0,-373
2018/04/05,11:00,16781,0,11351,1321,0,0,4136,0,36,0,0,-63
2018/04/05,12:00,15483,0,11411,1295,0,0,3438,0,50,0,-479,-232
2018/04/05,13:00,16535,0,12633,1280,0,0,2663,0,74,0,-13,-102
2018/04/05,14:00,16441,0,13533,1302,0,0,1727,0,80,0,0,-201
2018/04/05,15:00,16268,0,14260,1556,0,0,668,0,88,0,0,-304
2018/04/05,16:00,16709,0,14590,2197,0,0,185,0,76,0,0,-339
2018/04/05,17:00,16633,0,14804,2509,0,0,25,0,63,0,0,-768
2018/04/05,18:00,16654,0,14880,2665,0,0,0,0,56,0,0,-947
2018/04/05,19:00,15969,0,14800,2279,0,0,0,0,56,0,0,-1166
2018/04/05,20:00,15296,0,14460,1747,0,0,0,0,48,0,0,-959
2018/04/05,21:00,14701,0,13916,1409,0,0,0,0,47,0,0,-671
2018/04/05,22:00,14194,0,13205,1348,0,0,0,0,42,0,0,-401
2018/04/05,23:00,13586,0,12516,1330,0,0,0,0,31,0,0,-291
2018/04/06,00:00,12877,0,11817,1263,0,0,0,0,21,0,0,-224
2018/04/06,01:00,12586,0,11499,1245,0,0,0,0,13,0,0,-171
2018/04/06,02:00,12666,0,11770,1246,0,0,0,0,9,0,0,-359
2018/04/06,03:00,12777,0,12070,1251,0,0,0,0,17,0,0,-561
2018/04/06,04:00,12773,0,12130,1376,0,0,0,0,23,0,0,-756
2018/04/06,05:00,12645,0,11903,1371,0,0,0,0,30,0,0,-659
2018/04/06,06:00,13125,0,12130,1347,0,0,158,0,36,0,0,-546
2018/04/06,07:00,13854,0,12105,1396,0,0,776,0,36,0,0,-459
2018/04/06,08:00,15714,0,12949,1485,0,0,1579,0,66,0,0,-365
2018/04/06,09:00,16775,0,13784,1512,0,0,1845,0,82,0,0,-448
2018/04/06,10:00,16772,0,14071,1477,0,0,1856,0,82,0,0,-714
2018/04/06,11:00,16687,0,14163,1344,0,0,1743,0,74,0,0,-637
2018/04/06,12:00,15495,0,14002,1342,0,0,1375,0,80,0,0,-1304
2018/04/06,13:00,16609,0,14660,1961,0,0,786,0,92,0,0,-890
2018/04/06,14:00,16888,0,15022,1963,0,0,436,0,120,0,0,-653
2018/04/06,15:00,16680,0,14867,2048,0,0,351,0,117,0,0,-703
2018/04/06,16:00,16662,0,14858,2227,0,0,184,0,118,0,0,-725
2018/04/06,17:00,16265,0,14846,2157,0,0,18,0,117,0,0,-873
2018/04/06,18:00,16205,0,14823,2314,0,0,0,0,131,0,0,-1063
2018/04/06,19:00,15552,0,14106,2560,0,0,0,0,133,0,0,-1247
2018/04/06,20:00,14918,0,13605,2131,0,0,0,0,190,0,0,-1008
2018/04/06,21:00,14438,0,13324,1729,0,0,0,0,204,0,0,-819
2018/04/06,22:00,14052,0,12954,1671,0,0,0,0,211,0,0,-784
2018/04/06,23:00,13493,0,12477,1611,0,0,0,0,203,0,0,-798
2018/04/07,00:00,12619,0,11783,1538,0,0,0,0,209,0,0,-911
2018/04/07,01:00,12328,0,11684,1534,0,0,0,0,225,0,0,-1115
2018/04/07,02:00,12501,0,11918,1533,0,0,0,0,218,0,0,-1168
2018/04/07,03:00,12546,0,12328,1611,0,0,0,0,220,0,0,-1613
2018/04/07,04:00,12318,0,12071,1645,0,0,0,0,230,0,0,-1628
2018/04/07,05:00,11933,0,11476,1719,0,0,1,0,192,0,0,-1455
2018/04/07,06:00,11738,0,10630,1800,0,0,365,0,190,0,0,-1247
2018/04/07,07:00,11959,0,9732,1838,0,0,1092,0,207,0,0,-910
2018/04/07,08:00,12951,0,9948,1929,0,0,1537,0,236,0,0,-699
2018/04/07,09:00,13585,0,10673,1789,0,0,1556,0,230,0,0,-663
2018/04/07,10:00,13905,0,10212,1730,0,0,2403,0,227,0,0,-667
2018/04/07,11:00,13930,0,9631,1708,0,0,2965,0,221,0,0,-595
2018/04/07,12:00,13299,0,9526,1594,0,0,2464,0,206,0,0,-491
2018/04/07,13:00,13479,0,9895,1651,0,0,2573,0,202,0,0,-842
2018/04/07,14:00,13177,0,9683,1697,0,0,2363,0,207,0,0,-773
2018/04/07,15:00,13157,0,9877,1698,0,0,2025,0,195,0,0,-638
2018/04/07,16:00,13200,0,11121,1745,0,0,1138,0,198,0,0,-1002
2018/04/07,17:00,13457,0,12553,1808,0,0,192,0,162,0,0,-1258
2018/04/07,18:00,14263,0,13392,1943,0,0,0,0,162,0,0,-1234
2018/04/07,19:00,14262,0,13342,2012,0,0,0,0,179,0,0,-1271
2018/04/07,20:00,13967,0,13204,1930,0,0,0,0,183,0,0,-1350
2018/04/07,21:00,13381,0,12384,1806,0,0,0,0,161,0,0,-970
2018/04/07,22:00,12767,0,11582,1713,0,0,0,0,169,0,0,-697
2018/04/07,23:00,12357,0,11232,1695,0,0,0,0,175,0,0,-745
2018/04/08,00:00,11796,0,10355,1515,0,0,0,0,189,0,0,-263
2018/04/08,01:00,11654,0,10199,1533,0,0,0,0,193,0,0,-271
2018/04/08,02:00,11821,0,10687,1685,0,0,0,0,173,0,0,-724
2018/04/08,03:00,11955,0,10928,1806,0,0,0,0,176,0,0,-955
2018/04/08,04:00,11878,0,10849,1773,0,0,0,0,189,0,0,-933
2018/04/08,05:00,11649,0,10630,1704,0,0,1,0,172,0,0,-858
2018/04/08,06:00,11425,0,9670,1638,0,0,527,0,134,0,0,-544
2018/04/08,07:00,11368,0,7978,1611,0,0,1817,0,153,0,-42,-149
2018/04/08,08:00,11955,0,7327,1553,0,0,3323,0,197,0,-490,45
2018/04/08,09:00,12165,0,7070,1441,0,0,4080,0,194,0,-738,118
2018/04/08,10:00,12198,0,6889,1399,0,0,4737,0,192,0,-1234,215
2018/04/08,11:00,12307,0,7128,1385,0,0,5017,0,181,0,-1596,192
2018/04/08,12:00,12240,0,7237,1396,0,0,4850,0,207,0,-1609,159
2018/04/08,13:00,11819,0,7036,1372,0,0,4629,0,183,0,-1601,200
2018/04/08,14:00,11506,0,6898,1464,0,0,3866,0,141,0,-1059,196
2018/04/08,15:00,11613,0,8166,1499,0,0,2870,0,129,0,-1235,184
2018/04/08,16:00,11894,0,8910,1669,0,0,1732,0,109,0,-645,119
2018/04/08,17:00,12532,0,10612,1850,0,0,358,0,87,0,-64,-311
2018/04/08,18:00,13672,0,12374,2009,0,0,0,0,75,0,0,-786
2018/04/08,19:00,14108,0,12797,2149,0,0,0,0,49,0,0,-887
2018/04/08,20:00,14122,0,12837,2067,0,0,0,0,44,0,0,-826
2018/04/08,21:00,13633,0,12761,1677,0,0,0,0,34,0,0,-839
2018/04/08,22:00,12875,0,11847,1577,0,0,0,0,23,0,0,-572
2018/04/08,23:00,12456,0,11439,1578,0,0,0,0,20,0,0,-581
2018/04/09,00:00,11879,0,11161,1358,0,0,0,0,21,0,-116,-545
2018/04/09,01:00,11832,0,11171,1347,0,0,0,0,25,0,-238,-473
2018/04/09,02:00,12139,0,11537,1330,0,0,0,0,22,0,-8,-742
2018/04/09,03:00,12357,0,12032,1327,0,0,0,0,23,0,0,-1025
2018/04/09,04:00,12455,0,12016,1438,0,0,0,0,23,0,0,-1022
2018/04/09,05:00,12873,0,12296,1478,0,0,1,0,14,0,0,-916
2018/04/09,06:00,13957,0,12643,1652,0,0,470,0,9,0,0,-817
2018/04/09,07:00,15037,0,12660,1675,0,0,1686,0,8,0,0,-992
2018/04/09,08:00,16867,0,12605,1741,0,0,3225,0,7,0,0,-711
2018/04/09,09:00,17773,0,12128,1806,0,0,4158,0,17,0,0,-336
2018/04/09,10:00,17623,0,12615,1770,0,0,3991,0,43,0,0,-796
